vendor_id,vendor_name,industry,country,region_risk,annual_spend_usd,contract_value_usd,relationship_years,data_access_level,business_criticality,financial_health_score,security_certification,compliance_incidents_3yr,sla_breach_count_1yr,on_time_delivery_rate,subcontractor_use,insurance_adequate,sanctions_screening,last_assessment_days_ago,risk_tier,predicted_tier,risk_score_0_100,p_low,p_medium,p_high
VEN20261,Silverline Co.,Consulting,India,Medium,251500.0,444100.0,0.7,Limited,Medium,,Both,0,0,0.908,No,No,Clear,20,Medium,Medium,45.4,0.2583,0.5762,0.1655
VEN20262,Northgate Holdings,Manufacturing,Mexico,Medium,253400.0,465700.0,0.2,Full,Low,100.0,SOC2,0,1,0.872,No,Yes,Clear,90,Low,Low,16.5,0.7181,0.2331,0.0488
VEN20263,Atlas Global,IT Services,India,Medium,56200.0,90100.0,13.0,No Access,Low,100.0,Not Certified,0,1,0.948,Yes,Yes,Clear,21,Low,Low,15.4,0.7312,0.2302,0.0386
VEN20264,Keystone Enterprises 2,Payment Processing,United Kingdom,Low,13800.0,10800.0,0.2,Full,Low,65.6,SOC2,0,0,0.981,Yes,No,Clear,11,Medium,Low,29.4,0.4978,0.4172,0.085
VEN20265,Sterling Networks 2,Payment Processing,Mexico,Medium,133600.0,314800.0,8.1,No Access,Low,77.4,SOC2,0,2,0.817,Yes,Yes,Clear,179,Low,Low,17.5,0.6846,0.2801,0.0353
VEN20266,Fulcrum Industries 3,Consulting,United States,Low,68700.0,201300.0,1.4,No Access,Medium,90.2,ISO27001,0,2,0.85,No,Yes,Clear,136,Low,Low,13.5,0.7741,0.1826,0.0434
VEN20267,Outpost Technologies,Facilities & Maintenance,Australia,Low,12600.0,14200.0,1.2,Limited,Medium,55.8,SOC2,0,0,0.905,No,Yes,Clear,207,Low,Low,15.6,0.7539,0.1808,0.0653
VEN20268,Bridgeline Group 2,Marketing & Media,Japan,Low,785400.0,2062600.0,1.4,No Access,High,64.2,SOC2,0,0,0.785,No,Yes,Clear,45,Low,Low,36.4,0.4685,0.3358,0.1957
VEN20269,Silverline Systems,Manufacturing,Canada,Low,161100.0,344600.0,1.8,Limited,High,91.4,SOC2,1,1,0.904,Yes,Yes,Clear,89,Low,Low,26.9,0.6066,0.2495,0.1439
VEN20270,Vantage Group 2,Cloud/SaaS,India,Medium,21700.0,52600.0,0.4,Limited,Medium,62.7,ISO27001,2,0,0.989,No,Yes,Clear,88,Medium,Low,39.9,0.4257,0.3511,0.2232
VEN20271,Pinnacle Networks,Logistics,Poland,Medium,26800.0,77900.0,3.2,No Access,Low,66.4,Not Certified,0,1,0.876,No,Yes,Clear,753,Medium,Medium,40.6,0.259,0.6709,0.0702
VEN20272,Nova Group 2,Staffing,United States,Low,172700.0,530100.0,2.3,Full,Medium,53.5,SOC2,0,0,0.948,No,Yes,Clear,130,Medium,Medium,37.0,0.356,0.5477,0.0963
VEN20273,Ironwood Holdings 2,Logistics,United Kingdom,Low,278400.0,496300.0,0.3,Limited,Low,61.7,Both,0,1,0.887,No,Yes,Clear,85,Low,Low,14.5,0.7515,0.2074,0.0411
VEN20274,Vantage Systems 2,Marketing & Media,United States,Low,139000.0,406600.0,0.4,Full,Medium,82.0,Not Certified,0,1,0.965,No,Yes,Clear,359,Medium,Low,32.0,0.5085,0.3422,0.1493
VEN20275,Clearway Solutions 3,Financial Services,India,Medium,128800.0,256300.0,0.7,No Access,High,60.8,SOC2,0,1,0.979,No,Yes,Clear,84,Low,High,60.2,0.3009,0.1949,0.5042
VEN20276,Trailhead Consulting 2,Manufacturing,United States,Low,45500.0,22800.0,3.8,No Access,Medium,54.0,ISO27001,1,1,1.0,Yes,Yes,Clear,367,Medium,Low,26.1,0.6216,0.235,0.1434
VEN20277,Bridgeline Solutions,Consulting,Canada,Low,794900.0,3143100.0,5.9,Limited,Low,63.5,ISO27001,0,1,0.944,No,Yes,Clear,90,Low,Low,13.1,0.7598,0.218,0.0222
VEN20278,Anchor Networks 2,Cloud/SaaS,Japan,Low,51600.0,121200.0,4.4,No Access,Medium,97.2,SOC2,0,0,1.0,No,Yes,Clear,50,Low,Low,8.4,0.8432,0.1458,0.0109
VEN20279,Clearway Holdings 2,Financial Services,Japan,Low,93200.0,192100.0,1.8,Limited,High,74.8,Not Certified,0,0,0.964,No,Yes,Clear,70,Low,Low,26.8,0.581,0.3019,0.1171
VEN20280,Ironwood Dynamics,Cloud/SaaS,United States,Low,112400.0,381700.0,3.1,Full,Low,64.4,Both,1,0,0.912,No,Yes,Clear,163,Medium,Medium,30.8,0.42,0.5441,0.0359
VEN20281,Ironwood Technologies 2,Consulting,Nigeria,High,52000.0,139500.0,5.5,No Access,High,74.4,Both,0,0,1.0,No,No,Clear,176,Medium,Medium,49.8,0.1756,0.6537,0.1707
VEN20282,Union Partners 3,Financial Services,Canada,Low,179300.0,334100.0,2.0,No Access,Low,78.5,ISO27001,0,1,0.904,Yes,No,Clear,84,Low,Low,15.4,0.7295,0.2333,0.0372
VEN20283,Pinnacle Holdings,Logistics,Mexico,Medium,442200.0,1098500.0,8.5,No Access,Medium,74.0,ISO27001,0,1,0.95,No,Yes,Clear,94,Low,Low,18.9,0.693,0.236,0.0709
VEN20284,Momentum Holdings 3,Cloud/SaaS,Canada,Low,8000.0,20600.0,0.7,Limited,Medium,46.8,Both,0,1,1.0,No,Yes,Clear,428,Low,Low,18.8,0.7236,0.1771,0.0993
VEN20285,Cascade Group,Facilities & Maintenance,India,Medium,56900.0,122500.0,2.7,Full,Medium,76.4,Both,0,2,0.992,No,Yes,Clear,1005,Medium,Medium,48.2,0.257,0.5222,0.2208
VEN20286,Zenith Systems,Manufacturing,Germany,Low,315500.0,157800.0,6.0,Full,Low,69.2,SOC2,1,2,0.891,Yes,Yes,Clear,55,High,Low,29.6,0.5023,0.404,0.0937
VEN20287,Brightline Partners,IT Services,United Kingdom,Low,377300.0,917800.0,4.3,Limited,Low,84.1,SOC2,0,0,0.958,No,Yes,Clear,194,Low,Low,8.8,0.8329,0.1582,0.0089
VEN20288,Beacon Systems,IT Services,Australia,Low,42400.0,65900.0,8.9,No Access,Medium,53.1,SOC2,0,1,0.907,No,Yes,Clear,550,Low,Low,15.4,0.7439,0.2044,0.0517
VEN20289,Ironwood Dynamics 2,Manufacturing,India,Medium,160600.0,235800.0,5.5,No Access,Low,86.9,Not Certified,1,0,0.931,No,Yes,Clear,164,Low,Low,15.1,0.7386,0.2204,0.041
VEN20290,Clearway Logistics 2,Facilities & Maintenance,India,Medium,91600.0,214900.0,4.2,No Access,Low,65.2,Not Certified,0,1,0.85,No,Yes,Clear,63,Low,Low,25.0,0.5708,0.3587,0.0705
VEN20291,Keystone Consulting,Financial Services,Poland,Medium,87100.0,351800.0,4.2,No Access,Medium,48.1,ISO27001,2,1,0.953,Yes,Yes,Clear,34,Medium,Medium,45.4,0.2141,0.6637,0.1222
VEN20292,Cascade Solutions,Payment Processing,United Kingdom,Low,35300.0,47500.0,8.8,Full,Medium,90.9,ISO27001,1,0,0.847,No,Yes,Clear,533,Low,Low,20.0,0.7069,0.186,0.1071
VEN20293,Silverline Co. 2,Consulting,United States,Low,237600.0,607300.0,2.6,Limited,Low,64.9,ISO27001,0,0,0.962,No,Yes,Clear,970,Low,Low,15.2,0.7354,0.2256,0.039
VEN20294,Lighthouse Dynamics,Consulting,United Kingdom,Low,298600.0,333200.0,0.4,No Access,Medium,77.4,SOC2,0,0,0.962,Yes,Yes,Clear,236,Low,Low,14.7,0.7603,0.1847,0.055
VEN20295,Northgate Holdings 2,Staffing,United Kingdom,Low,475200.0,481000.0,4.1,Limited,Medium,69.8,Not Certified,0,1,0.991,Yes,Yes,Clear,105,Medium,Medium,37.7,0.3302,0.5866,0.0832
VEN20296,Union Group,Financial Services,Mexico,Medium,100900.0,202900.0,1.1,Limited,Medium,87.5,SOC2,0,0,1.0,No,Yes,Clear,189,Low,Low,27.8,0.5901,0.2629,0.147
VEN20297,Anchor Global,Financial Services,Ireland,Low,86900.0,264700.0,15.5,No Access,High,87.6,Both,1,0,0.841,No,Yes,Clear,217,Low,Low,12.6,0.7895,0.1689,0.0416
VEN20298,Momentum Consulting,Manufacturing,United Kingdom,Low,277600.0,702700.0,4.7,Full,Medium,87.8,Both,0,0,0.868,No,No,Clear,36,Medium,Medium,37.6,0.3136,0.6201,0.0663
VEN20299,Pinnacle Logistics 3,Manufacturing,United States,Low,3573900.0,9049900.0,0.4,Full,Medium,82.1,Not Certified,0,0,0.88,No,Yes,Clear,5,Low,Low,24.9,0.6461,0.2091,0.1448
VEN20300,Brightline Solutions 2,IT Services,India,Medium,57000.0,187500.0,4.2,No Access,Low,49.3,SOC2,1,3,0.906,No,Yes,Clear,81,Medium,Medium,38.6,0.2716,0.6842,0.0442
VEN20301,Crestview Logistics,Staffing,United States,Low,67600.0,182400.0,4.6,Full,Low,48.3,Not Certified,0,0,0.993,Yes,Yes,Clear,396,Low,Low,18.6,0.6689,0.2894,0.0417
VEN20302,Crestview Industries,Cloud/SaaS,India,Medium,585600.0,1073600.0,10.4,Limited,Low,74.9,SOC2,0,0,0.92,No,Yes,Clear,263,Low,Low,15.7,0.7088,0.2677,0.0235
VEN20303,Anchor Group,IT Services,Poland,Medium,20000.0,30800.0,21.9,Limited,Low,58.6,SOC2,0,1,0.905,No,Yes,Clear,443,Medium,Medium,35.1,0.4013,0.4952,0.1035
VEN20304,Northgate Global,Financial Services,Mexico,Medium,8000.0,16500.0,3.4,Limited,Medium,78.6,Not Certified,1,0,0.872,No,Yes,Clear,115,High,High,72.3,0.1679,0.2172,0.6149
VEN20305,Waypoint Labs,Marketing & Media,United States,Low,237400.0,614100.0,2.5,Limited,Low,74.3,Both,0,2,0.902,No,Yes,Clear,156,Low,Low,22.5,0.6168,0.3166,0.0665
VEN20306,Keystone Industries,Manufacturing,Germany,Low,384700.0,784800.0,0.7,Limited,Medium,52.1,Not Certified,1,2,0.914,No,Yes,Clear,59,High,High,71.4,0.1967,0.1784,0.6249
VEN20307,Zenith Labs 2,Manufacturing,Nigeria,High,355200.0,750000.0,9.4,No Access,High,57.4,SOC2,1,0,0.934,No,Yes,Clear,5,High,High,81.1,0.1129,0.1529,0.7342
VEN20308,Brightline Labs,Marketing & Media,United States,Low,245000.0,453700.0,4.6,Full,Low,56.0,Not Certified,0,1,0.854,No,Yes,Clear,5,Low,Low,25.0,0.5717,0.3574,0.0709
VEN20309,Keystone Enterprises 3,Cloud/SaaS,Poland,Medium,273400.0,452700.0,8.8,Limited,Low,59.5,SOC2,0,0,0.935,No,Yes,Clear,231,Medium,Medium,29.4,0.453,0.5069,0.0401
VEN20310,Trailhead Holdings 2,IT Services,Japan,Low,34000.0,45500.0,10.1,Limited,Medium,69.1,ISO27001,0,1,0.974,No,Yes,Clear,8,Low,Low,15.7,0.7599,0.1661,0.074
VEN20311,Northgate Consulting,Facilities & Maintenance,Mexico,Medium,258400.0,429800.0,0.9,Full,Low,81.6,Not Certified,0,2,0.961,No,Yes,Clear,15,Low,Low,17.5,0.7266,0.1976,0.0758
VEN20312,Sterling Co. 2,Financial Services,Germany,Low,23900.0,89300.0,0.5,Limited,Low,90.9,SOC2,0,2,0.865,Yes,Yes,Clear,286,Low,Low,22.2,0.5951,0.366,0.0388
VEN20313,Brightline Consulting,Payment Processing,United States,Low,12300.0,39000.0,5.0,Full,Medium,58.3,SOC2,0,0,0.989,No,Yes,Clear,37,Low,Low,18.2,0.7236,0.1894,0.0871
VEN20314,Northgate Co.,Manufacturing,India,Medium,58600.0,200300.0,8.5,Limited,Low,64.0,SOC2,0,0,0.988,Yes,Yes,Clear,37,Low,Low,25.4,0.5533,0.3847,0.062
VEN20315,Crestview Co.,Staffing,United States,Low,16900.0,40500.0,2.5,Limited,High,,SOC2,1,0,0.958,No,Yes,Clear,63,Low,Low,19.7,0.6948,0.2172,0.088
VEN20316,Clearway Technologies,IT Services,South Africa,Medium,21000.0,46300.0,6.2,No Access,Medium,84.6,ISO27001,0,1,0.866,No,No,Clear,123,Medium,Medium,43.0,0.2716,0.5964,0.1319
VEN20317,Redwood Partners 4,IT Services,Brazil,Medium,35500.0,105100.0,15.1,No Access,Medium,75.3,Not Certified,1,1,0.852,No,No,Clear,14,High,High,73.5,0.1542,0.2209,0.6249
VEN20318,Fulcrum Logistics 2,Facilities & Maintenance,Germany,Low,46400.0,92900.0,3.7,No Access,Low,38.8,Not Certified,1,1,0.942,No,No,Clear,45,High,High,65.7,0.2347,0.2158,0.5495
VEN20319,Vertex Group 2,Cloud/SaaS,India,Medium,89200.0,287600.0,1.8,No Access,Low,57.7,ISO27001,1,0,0.878,Yes,Yes,Clear,5,Medium,Medium,39.2,0.2705,0.6748,0.0547
VEN20320,Waypoint Group 2,IT Services,India,Medium,22800.0,55000.0,7.8,Limited,High,74.2,Not Certified,1,2,0.86,Yes,Yes,Clear,226,High,High,67.9,0.1371,0.3688,0.4941
VEN20321,Redwood Holdings,IT Services,Venezuela,High,37300.0,109800.0,5.0,No Access,Medium,63.6,Both,0,1,0.993,Yes,Yes,Clear,25,Low,Medium,49.6,0.3133,0.3808,0.3059
VEN20322,Fulcrum Co.,Manufacturing,United States,Low,62400.0,104900.0,3.2,Full,High,100.0,Both,0,1,0.994,No,Yes,Clear,68,Low,Low,17.6,0.7579,0.1315,0.1106
VEN20323,Clearway Co.,Logistics,United Kingdom,Low,89800.0,338500.0,7.8,Limited,Low,73.2,SOC2,1,1,0.978,Yes,Yes,Clear,128,Medium,Low,21.4,0.6172,0.3368,0.046
VEN20324,Pinnacle Industries,Facilities & Maintenance,Ireland,Low,129600.0,320600.0,0.6,Limited,Low,76.0,Not Certified,0,0,1.0,No,Yes,Clear,92,Low,Low,9.6,0.8265,0.1555,0.0179
VEN20325,Apex Co. 2,Payment Processing,Philippines,Medium,183000.0,520400.0,2.5,Full,Medium,56.4,SOC2,0,2,0.994,No,Yes,Clear,49,Medium,Medium,47.2,0.2184,0.6188,0.1627
VEN20326,Crestview Logistics 2,Manufacturing,Philippines,Medium,97400.0,166300.0,0.6,Full,Low,57.2,SOC2,0,1,0.871,No,Yes,Clear,275,Low,Low,28.8,0.5553,0.3139,0.1308
VEN20327,Vertex Partners,Cloud/SaaS,Ireland,Low,126400.0,221500.0,1.5,Full,Low,62.5,ISO27001,2,0,1.0,No,Yes,Clear,104,Low,Low,23.7,0.5964,0.3332,0.0704
VEN20328,Bridgeline Enterprises,Facilities & Maintenance,United States,Low,163100.0,468300.0,17.1,Full,Low,63.1,Both,0,0,0.947,Yes,No,Clear,52,Medium,Medium,31.4,0.4473,0.4774,0.0752
VEN20329,Fulcrum Enterprises,IT Services,Mexico,Medium,73300.0,72300.0,14.1,Limited,Medium,68.6,SOC2,0,0,0.966,No,Yes,Clear,258,Low,Low,30.4,0.5314,0.3299,0.1387
VEN20330,Clearway Logistics 3,Manufacturing,Ireland,Low,92400.0,305700.0,0.8,No Access,Low,77.2,Not Certified,0,0,1.0,Yes,Yes,Clear,14,Low,Low,9.5,0.823,0.1635,0.0135
VEN20331,Pinnacle Labs 2,Logistics,United States,Low,25900.0,47400.0,4.5,Full,Medium,75.3,SOC2,0,1,0.966,No,Yes,Clear,273,Low,Low,21.3,0.6704,0.2322,0.0974
VEN20332,Horizon Partners 3,Manufacturing,Mexico,Medium,97700.0,301300.0,5.8,No Access,Medium,86.1,Both,0,0,1.0,Yes,Yes,Clear,43,Low,Low,13.2,0.7943,0.1481,0.0576
VEN20333,Northgate Co. 2,IT Services,Japan,Low,234300.0,417200.0,2.7,Full,Low,52.8,Not Certified,1,0,0.943,No,Yes,Clear,509,Medium,Medium,38.6,0.2947,0.639,0.0662
VEN20334,Trailhead Logistics 2,Facilities & Maintenance,United Kingdom,Low,34700.0,78800.0,4.2,Limited,Medium,74.9,Not Certified,1,1,0.917,No,Yes,Clear,172,Medium,Medium,40.1,0.3489,0.5001,0.151
VEN20335,Cascade Partners 2,Facilities & Maintenance,United Kingdom,Low,345700.0,821200.0,4.4,No Access,Medium,75.3,Not Certified,0,1,0.898,Yes,Yes,Flagged,423,High,High,84.5,0.0952,0.1189,0.7859
VEN20336,Keystone Co. 2,Staffing,India,Medium,41000.0,124800.0,2.4,Limited,Low,94.4,ISO27001,0,0,0.932,Yes,Yes,Clear,296,Low,Low,23.6,0.598,0.3318,0.0703
VEN20337,Keystone Solutions,Consulting,United Kingdom,Low,261500.0,423500.0,1.8,Limited,Medium,68.9,SOC2,0,0,0.839,Yes,Yes,Clear,267,Medium,Medium,36.3,0.3335,0.6071,0.0594
VEN20338,Outpost Systems 3,Logistics,Germany,Low,526400.0,1448500.0,1.5,Full,Low,76.6,Both,1,0,0.936,No,Yes,Clear,229,Low,Low,10.9,0.8227,0.1373,0.04
VEN20339,Trailhead Co.,Marketing & Media,Nigeria,High,97400.0,247800.0,6.1,Full,High,60.4,ISO27001,0,0,0.933,No,No,Clear,394,High,High,88.0,0.0542,0.1315,0.8143
VEN20340,Vantage Holdings 2,Manufacturing,Australia,Low,47400.0,138900.0,8.9,Limited,Medium,77.9,ISO27001,0,0,0.908,No,Yes,Clear,69,Low,Low,17.2,0.7219,0.2132,0.0649
VEN20341,Crestview Technologies 2,Cloud/SaaS,United Kingdom,Low,126000.0,206000.0,11.2,No Access,Low,,ISO27001,0,1,0.806,Yes,Yes,Clear,147,Low,Low,14.5,0.7218,0.2663,0.0119
VEN20342,Crestview Industries 2,Payment Processing,India,Medium,47000.0,108600.0,4.3,Limited,Low,63.1,SOC2,1,1,0.811,No,Yes,Clear,12,Medium,Medium,40.4,0.2372,0.717,0.0458
VEN20343,Redwood Solutions 2,Staffing,China,High,26000.0,44600.0,4.7,No Access,Low,65.7,Not Certified,1,2,0.982,No,Yes,Clear,110,Medium,Medium,47.6,0.1518,0.7442,0.104
VEN20344,Nova Solutions,Consulting,South Africa,Medium,251600.0,503500.0,9.1,Limited,Low,71.5,Not Certified,1,0,0.882,Yes,Yes,Clear,711,Medium,Medium,44.6,0.2047,0.6981,0.0972
VEN20345,Apex Technologies 2,Payment Processing,Poland,Medium,8000.0,25400.0,5.8,No Access,Medium,80.2,SOC2,0,0,1.0,No,Yes,Clear,273,Low,Low,13.7,0.7849,0.1561,0.059
VEN20346,Beacon Enterprises,Consulting,China,High,214000.0,698000.0,2.2,Limited,Medium,55.7,Not Certified,1,0,0.897,No,Yes,Clear,516,High,High,80.9,0.0888,0.2044,0.7068
VEN20347,Waypoint Enterprises 2,IT Services,Philippines,Medium,30200.0,47100.0,6.2,No Access,Medium,84.5,Not Certified,0,2,0.961,No,Yes,Clear,1009,Medium,Medium,41.1,0.2815,0.6148,0.1037
VEN20348,Apex Dynamics,IT Services,Poland,Medium,220700.0,480400.0,2.3,Full,Low,67.2,SOC2,1,3,0.853,No,Yes,Clear,327,High,Medium,37.3,0.3755,0.5026,0.1218
VEN20349,Union Dynamics 3,Cloud/SaaS,Ireland,Low,41200.0,92600.0,7.7,Full,Medium,98.8,SOC2,0,2,0.902,No,Yes,Clear,57,Low,Low,16.5,0.7344,0.201,0.0646
VEN20350,Northgate Holdings 3,Manufacturing,United States,Low,625400.0,965800.0,8.0,No Access,Medium,92.6,SOC2,0,1,0.927,Yes,Yes,Clear,240,Low,Low,16.5,0.748,0.1746,0.0774
VEN20351,Zenith Labs 3,Marketing & Media,Philippines,Medium,41500.0,82600.0,5.2,Full,Low,66.2,Not Certified,1,0,0.975,No,Yes,Clear,56,Medium,Medium,39.7,0.3083,0.5898,0.1018
VEN20352,Crestview Industries 3,Manufacturing,Mexico,Medium,8000.0,11600.0,3.5,No Access,Low,63.1,ISO27001,0,1,1.0,No,Yes,Clear,91,Low,Low,15.2,0.7596,0.1771,0.0633
VEN20353,Keystone Partners 2,Financial Services,Russia,High,2247200.0,6187100.0,2.5,Limited,Low,100.0,SOC2,1,0,0.998,No,Yes,Clear,197,Medium,Low,33.2,0.5057,0.3238,0.1706
VEN20354,Meridian Solutions,Staffing,United Kingdom,Low,77000.0,118600.0,8.6,No Access,Medium,80.9,SOC2,0,1,0.853,No,Yes,Clear,6,Low,Low,16.4,0.7255,0.2218,0.0526
VEN20355,Momentum Consulting 2,IT Services,China,High,64000.0,220200.0,3.9,Limited,Low,80.0,Not Certified,0,0,0.94,No,Yes,Clear,145,Medium,Medium,40.8,0.2934,0.5965,0.1101
VEN20356,Outpost Holdings,Marketing & Media,Canada,Low,73300.0,53300.0,0.7,Limited,Medium,66.0,Not Certified,1,0,0.93,No,Yes,Clear,133,Low,Low,29.7,0.5553,0.2958,0.1489
VEN20357,Bridgeline Enterprises 2,IT Services,Nigeria,High,51000.0,140900.0,13.1,Limited,Low,70.1,ISO27001,2,0,0.902,No,Yes,Clear,361,Medium,Medium,50.9,0.1282,0.725,0.1468
VEN20358,Zenith Co.,Cloud/SaaS,Venezuela,High,104600.0,291800.0,4.4,No Access,Low,83.4,SOC2,2,0,0.975,No,Yes,Clear,758,Low,Medium,37.6,0.3836,0.4811,0.1353
VEN20359,Vantage Global,Staffing,United States,Low,30600.0,54400.0,0.5,Limited,Medium,80.7,SOC2,0,1,1.0,Yes,Yes,Clear,64,Low,Low,22.3,0.6406,0.2731,0.0863
VEN20360,Redwood Group 3,Marketing & Media,United Kingdom,Low,940600.0,880000.0,6.2,Full,High,60.2,Both,1,0,0.913,Yes,Yes,Clear,57,High,High,78.8,0.1264,0.1715,0.7021
VEN20361,Meridian Logistics,Manufacturing,Venezuela,High,32800.0,80100.0,0.2,Full,Medium,89.6,Both,1,1,1.0,No,Yes,Clear,46,High,High,72.9,0.2097,0.1224,0.6678
VEN20362,Waypoint Holdings 2,Logistics,Russia,High,157300.0,206900.0,5.0,No Access,Medium,76.3,SOC2,0,0,1.0,No,Yes,Clear,670,Medium,Low,38.3,0.4503,0.3343,0.2154
VEN20363,Vertex Systems,Payment Processing,Poland,Medium,353400.0,1121200.0,1.0,No Access,Low,58.5,Both,1,1,0.876,Yes,Yes,Clear,78,Low,Low,27.0,0.5449,0.371,0.0842
VEN20364,Silverline Holdings,Logistics,United States,Low,57000.0,135900.0,0.6,No Access,High,86.0,SOC2,0,0,1.0,No,Yes,Clear,708,Low,Low,14.5,0.7707,0.169,0.0603
VEN20365,Vantage Consulting 2,IT Services,United States,Low,204300.0,466600.0,8.3,No Access,Medium,69.5,Both,0,0,1.0,Yes,Yes,Clear,414,Low,Low,14.2,0.7746,0.1661,0.0593
VEN20366,Union Labs,Cloud/SaaS,United Kingdom,Low,39300.0,93700.0,0.5,No Access,High,83.0,SOC2,0,0,0.958,Yes,Yes,Clear,106,Low,Low,29.8,0.5306,0.3429,0.1266
VEN20367,Ironwood Consulting,IT Services,Nigeria,High,23100.0,67000.0,0.8,No Access,High,64.1,Not Certified,0,1,1.0,No,Yes,Clear,137,High,High,76.5,0.1097,0.2507,0.6396
VEN20368,Fulcrum Partners,Payment Processing,Brazil,Medium,29000.0,66000.0,2.1,Limited,Low,77.1,SOC2,0,0,0.955,No,Yes,Clear,129,Low,Low,22.1,0.6262,0.3051,0.0687
VEN20369,Union Co.,IT Services,Ireland,Low,262000.0,716400.0,0.5,No Access,High,49.0,Not Certified,0,1,1.0,No,Yes,Clear,107,Low,Low,43.3,0.425,0.2838,0.2911
VEN20370,Outpost Holdings 2,Consulting,Philippines,Medium,251200.0,649900.0,8.1,Limited,Low,77.2,SOC2,2,1,0.979,No,Yes,Clear,19,Medium,Medium,36.0,0.346,0.5874,0.0666
VEN20371,Clearway Solutions 4,Cloud/SaaS,China,High,25600.0,48000.0,0.8,No Access,Medium,50.5,Not Certified,0,0,0.888,No,Yes,Clear,74,Medium,Medium,54.0,0.1075,0.7043,0.1882
VEN20372,Keystone Dynamics 2,Logistics,United Kingdom,Low,241800.0,768400.0,18.3,No Access,Low,74.3,SOC2,0,1,0.956,No,Yes,Clear,374,Low,Low,10.1,0.8267,0.1452,0.0282
VEN20373,Silverline Logistics 2,Facilities & Maintenance,China,High,25600.0,91500.0,4.3,Limited,Low,36.1,Not Certified,0,0,0.93,No,Yes,Clear,326,Medium,Medium,49.9,0.1489,0.7037,0.1474
VEN20374,Apex Co. 3,Logistics,United Kingdom,Low,91000.0,289500.0,1.6,Limited,Medium,71.1,SOC2,0,2,0.91,No,Yes,Clear,48,Low,Low,22.4,0.6355,0.2816,0.0829
VEN20375,Summit Partners,Manufacturing,United Kingdom,Low,166300.0,397200.0,1.1,Limited,Low,82.2,SOC2,1,2,0.871,No,Yes,Clear,205,Low,Low,20.1,0.6604,0.2776,0.062
VEN20376,Momentum Enterprises,IT Services,United States,Low,8000.0,22700.0,3.9,No Access,Medium,78.8,Both,1,1,0.893,No,Yes,Clear,181,Low,Low,17.4,0.7199,0.2124,0.0677
VEN20377,Crestview Labs,Manufacturing,United States,Low,151600.0,218000.0,0.2,Limited,Medium,88.9,Both,0,1,0.866,Yes,Yes,Clear,260,Low,Low,20.1,0.6667,0.2654,0.0679
VEN20378,Atlas Group,IT Services,India,Medium,51600.0,84200.0,1.4,Full,Low,56.8,ISO27001,0,0,1.0,Yes,Yes,Clear,62,Low,Low,19.7,0.6531,0.3,0.047
VEN20379,Anchor Consulting,Cloud/SaaS,United States,Low,13000.0,20600.0,5.9,No Access,Low,94.1,SOC2,0,1,0.822,No,Yes,Clear,149,Low,Low,10.8,0.8009,0.1825,0.0167
VEN20380,Northgate Group,Payment Processing,India,Medium,161600.0,294600.0,12.5,No Access,Medium,94.7,ISO27001,0,0,0.945,No,Yes,Clear,74,Low,Low,15.6,0.7362,0.2155,0.0483
VEN20381,Apex Group 2,Logistics,Canada,Low,102100.0,301700.0,3.1,Limited,Medium,55.0,Both,0,0,0.903,No,Yes,Clear,180,Low,Low,25.9,0.5657,0.3503,0.084
VEN20382,Anchor Logistics,Logistics,Philippines,Medium,110500.0,180000.0,1.5,No Access,High,60.7,ISO27001,0,4,0.865,Yes,No,Clear,466,High,High,71.0,0.1654,0.2495,0.5851
VEN20383,Zenith Consulting,Marketing & Media,United States,Low,52700.0,93700.0,0.2,No Access,Low,63.9,Not Certified,1,0,0.984,Yes,No,Clear,44,Medium,Medium,39.6,0.2866,0.6349,0.0785
VEN20384,Cascade Holdings,Payment Processing,Canada,Low,33100.0,35700.0,0.5,Full,High,71.6,ISO27001,0,1,0.892,Yes,Yes,Clear,413,Medium,Medium,50.6,0.1676,0.6527,0.1798
VEN20385,Nova Group 3,Logistics,United Kingdom,Low,15600.0,27000.0,2.3,No Access,Low,74.6,SOC2,1,0,1.0,Yes,No,Clear,98,Low,Low,12.0,0.7841,0.1922,0.0237
VEN20386,Meridian Enterprises 2,Manufacturing,India,Medium,55200.0,52600.0,7.7,Full,High,37.1,Both,0,0,0.929,No,Yes,Clear,120,Medium,Medium,53.0,0.1511,0.6385,0.2104
VEN20387,Brightline Technologies,Marketing & Media,Brazil,Medium,21100.0,63200.0,2.8,Limited,Medium,80.3,ISO27001,1,0,0.96,Yes,Yes,Clear,44,Medium,Medium,45.7,0.3489,0.3877,0.2634
VEN20388,Fulcrum Group,Staffing,Philippines,Medium,42900.0,92500.0,7.4,No Access,Low,68.4,Both,1,1,0.932,No,Yes,Clear,11,Low,Low,29.8,0.4991,0.405,0.0959
VEN20389,Vantage Technologies,Facilities & Maintenance,Philippines,Medium,115200.0,348200.0,11.6,No Access,High,57.6,Not Certified,0,0,0.979,Yes,Yes,Clear,111,Medium,Medium,52.7,0.1688,0.6088,0.2224
VEN20390,Summit Dynamics 2,Cloud/SaaS,Poland,Medium,181900.0,613200.0,0.9,No Access,Low,85.4,ISO27001,0,0,0.996,No,Yes,Clear,1400,Low,Low,8.9,0.8441,0.1333,0.0226
