vendor_id,vendor_name,industry,country,region_risk,annual_spend_usd,contract_value_usd,relationship_years,data_access_level,business_criticality,financial_health_score,security_certification,compliance_incidents_3yr,sla_breach_count_1yr,on_time_delivery_rate,subcontractor_use,insurance_adequate,sanctions_screening,last_assessment_days_ago,risk_tier
VEN20331,Pinnacle Labs 2,Logistics,United States,Low,25900.0,47400.0,4.5,Full,Medium,75.3,SOC2,0,1,0.966,No,Yes,Clear,273,Low
VEN20332,Horizon Partners 3,Manufacturing,Mexico,Medium,97700.0,301300.0,5.8,No Access,Medium,86.1,Both,0,0,1.0,Yes,Yes,Clear,43,Low
VEN20333,Northgate Co. 2,IT Services,Japan,Low,234300.0,417200.0,2.7,Full,Low,52.8,Not Certified,1,0,0.943,No,Yes,Clear,509,Medium
VEN20334,Trailhead Logistics 2,Facilities & Maintenance,United Kingdom,Low,34700.0,78800.0,4.2,Limited,Medium,74.9,Not Certified,1,1,0.917,No,Yes,Clear,172,Medium
VEN20335,Cascade Partners 2,Facilities & Maintenance,United Kingdom,Low,345700.0,821200.0,4.4,No Access,Medium,75.3,Not Certified,0,1,0.898,Yes,Yes,Flagged,423,High
VEN20336,Keystone Co. 2,Staffing,India,Medium,41000.0,124800.0,2.4,Limited,Low,94.4,ISO27001,0,0,0.932,Yes,Yes,Clear,296,Low
VEN20337,Keystone Solutions,Consulting,United Kingdom,Low,261500.0,423500.0,1.8,Limited,Medium,68.9,SOC2,0,0,0.839,Yes,Yes,Clear,267,Medium
VEN20338,Outpost Systems 3,Logistics,Germany,Low,526400.0,1448500.0,1.5,Full,Low,76.6,Both,1,0,0.936,No,Yes,Clear,229,Low
VEN20339,Trailhead Co.,Marketing & Media,Nigeria,High,97400.0,247800.0,6.1,Full,High,60.4,ISO27001,0,0,0.933,No,No,Clear,394,High
VEN20340,Vantage Holdings 2,Manufacturing,Australia,Low,47400.0,138900.0,8.9,Limited,Medium,77.9,ISO27001,0,0,0.908,No,Yes,Clear,69,Low
VEN20341,Crestview Technologies 2,Cloud/SaaS,United Kingdom,Low,126000.0,206000.0,11.2,No Access,Low,,ISO27001,0,1,0.806,Yes,Yes,Clear,147,Low
VEN20342,Crestview Industries 2,Payment Processing,India,Medium,47000.0,108600.0,4.3,Limited,Low,63.1,SOC2,1,1,0.811,No,Yes,Clear,12,Medium
VEN20343,Redwood Solutions 2,Staffing,China,High,26000.0,44600.0,4.7,No Access,Low,65.7,Not Certified,1,2,0.982,No,Yes,Clear,110,Medium
VEN20344,Nova Solutions,Consulting,South Africa,Medium,251600.0,503500.0,9.1,Limited,Low,71.5,Not Certified,1,0,0.882,Yes,Yes,Clear,711,Medium
VEN20345,Apex Technologies 2,Payment Processing,Poland,Medium,8000.0,25400.0,5.8,No Access,Medium,80.2,SOC2,0,0,1.0,No,Yes,Clear,273,Low
VEN20346,Beacon Enterprises,Consulting,China,High,214000.0,698000.0,2.2,Limited,Medium,55.7,Not Certified,1,0,0.897,No,Yes,Clear,516,High
VEN20347,Waypoint Enterprises 2,IT Services,Philippines,Medium,30200.0,47100.0,6.2,No Access,Medium,84.5,Not Certified,0,2,0.961,No,Yes,Clear,1009,Medium
VEN20348,Apex Dynamics,IT Services,Poland,Medium,220700.0,480400.0,2.3,Full,Low,67.2,SOC2,1,3,0.853,No,Yes,Clear,327,High
VEN20349,Union Dynamics 3,Cloud/SaaS,Ireland,Low,41200.0,92600.0,7.7,Full,Medium,98.8,SOC2,0,2,0.902,No,Yes,Clear,57,Low
VEN20350,Northgate Holdings 3,Manufacturing,United States,Low,625400.0,965800.0,8.0,No Access,Medium,92.6,SOC2,0,1,0.927,Yes,Yes,Clear,240,Low
VEN20351,Zenith Labs 3,Marketing & Media,Philippines,Medium,41500.0,82600.0,5.2,Full,Low,66.2,Not Certified,1,0,0.975,No,Yes,Clear,56,Medium
VEN20352,Crestview Industries 3,Manufacturing,Mexico,Medium,8000.0,11600.0,3.5,No Access,Low,63.1,ISO27001,0,1,1.0,No,Yes,Clear,91,Low
VEN20353,Keystone Partners 2,Financial Services,Russia,High,2247200.0,6187100.0,2.5,Limited,Low,100.0,SOC2,1,0,0.998,No,Yes,Clear,197,Medium
VEN20354,Meridian Solutions,Staffing,United Kingdom,Low,77000.0,118600.0,8.6,No Access,Medium,80.9,SOC2,0,1,0.853,No,Yes,Clear,6,Low
VEN20355,Momentum Consulting 2,IT Services,China,High,64000.0,220200.0,3.9,Limited,Low,80.0,Not Certified,0,0,0.94,No,Yes,Clear,145,Medium
VEN20356,Outpost Holdings,Marketing & Media,Canada,Low,73300.0,53300.0,0.7,Limited,Medium,66.0,Not Certified,1,0,0.93,No,Yes,Clear,133,Low
VEN20357,Bridgeline Enterprises 2,IT Services,Nigeria,High,51000.0,140900.0,13.1,Limited,Low,70.1,ISO27001,2,0,0.902,No,Yes,Clear,361,Medium
VEN20358,Zenith Co.,Cloud/SaaS,Venezuela,High,104600.0,291800.0,4.4,No Access,Low,83.4,SOC2,2,0,0.975,No,Yes,Clear,758,Low
VEN20359,Vantage Global,Staffing,United States,Low,30600.0,54400.0,0.5,Limited,Medium,80.7,SOC2,0,1,1.0,Yes,Yes,Clear,64,Low
VEN20360,Redwood Group 3,Marketing & Media,United Kingdom,Low,940600.0,880000.0,6.2,Full,High,60.2,Both,1,0,0.913,Yes,Yes,Clear,57,High
VEN20361,Meridian Logistics,Manufacturing,Venezuela,High,32800.0,80100.0,0.2,Full,Medium,89.6,Both,1,1,1.0,No,Yes,Clear,46,High
VEN20362,Waypoint Holdings 2,Logistics,Russia,High,157300.0,206900.0,5.0,No Access,Medium,76.3,SOC2,0,0,1.0,No,Yes,Clear,670,Medium
VEN20363,Vertex Systems,Payment Processing,Poland,Medium,353400.0,1121200.0,1.0,No Access,Low,58.5,Both,1,1,0.876,Yes,Yes,Clear,78,Low
VEN20364,Silverline Holdings,Logistics,United States,Low,57000.0,135900.0,0.6,No Access,High,86.0,SOC2,0,0,1.0,No,Yes,Clear,708,Low
VEN20365,Vantage Consulting 2,IT Services,United States,Low,204300.0,466600.0,8.3,No Access,Medium,69.5,Both,0,0,1.0,Yes,Yes,Clear,414,Low
VEN20366,Union Labs,Cloud/SaaS,United Kingdom,Low,39300.0,93700.0,0.5,No Access,High,83.0,SOC2,0,0,0.958,Yes,Yes,Clear,106,Low
VEN20367,Ironwood Consulting,IT Services,Nigeria,High,23100.0,67000.0,0.8,No Access,High,64.1,Not Certified,0,1,1.0,No,Yes,Clear,137,High
VEN20368,Fulcrum Partners,Payment Processing,Brazil,Medium,29000.0,66000.0,2.1,Limited,Low,77.1,SOC2,0,0,0.955,No,Yes,Clear,129,Low
VEN20369,Union Co.,IT Services,Ireland,Low,262000.0,716400.0,0.5,No Access,High,49.0,Not Certified,0,1,1.0,No,Yes,Clear,107,Low
VEN20370,Outpost Holdings 2,Consulting,Philippines,Medium,251200.0,649900.0,8.1,Limited,Low,77.2,SOC2,2,1,0.979,No,Yes,Clear,19,Medium
VEN20371,Clearway Solutions 4,Cloud/SaaS,China,High,25600.0,48000.0,0.8,No Access,Medium,50.5,Not Certified,0,0,0.888,No,Yes,Clear,74,Medium
VEN20372,Keystone Dynamics 2,Logistics,United Kingdom,Low,241800.0,768400.0,18.3,No Access,Low,74.3,SOC2,0,1,0.956,No,Yes,Clear,374,Low
VEN20373,Silverline Logistics 2,Facilities & Maintenance,China,High,25600.0,91500.0,4.3,Limited,Low,36.1,Not Certified,0,0,0.93,No,Yes,Clear,326,Medium
VEN20374,Apex Co. 3,Logistics,United Kingdom,Low,91000.0,289500.0,1.6,Limited,Medium,71.1,SOC2,0,2,0.91,No,Yes,Clear,48,Low
VEN20375,Summit Partners,Manufacturing,United Kingdom,Low,166300.0,397200.0,1.1,Limited,Low,82.2,SOC2,1,2,0.871,No,Yes,Clear,205,Low
VEN20376,Momentum Enterprises,IT Services,United States,Low,8000.0,22700.0,3.9,No Access,Medium,78.8,Both,1,1,0.893,No,Yes,Clear,181,Low
VEN20377,Crestview Labs,Manufacturing,United States,Low,151600.0,218000.0,0.2,Limited,Medium,88.9,Both,0,1,0.866,Yes,Yes,Clear,260,Low
VEN20378,Atlas Group,IT Services,India,Medium,51600.0,84200.0,1.4,Full,Low,56.8,ISO27001,0,0,1.0,Yes,Yes,Clear,62,Low
VEN20379,Anchor Consulting,Cloud/SaaS,United States,Low,13000.0,20600.0,5.9,No Access,Low,94.1,SOC2,0,1,0.822,No,Yes,Clear,149,Low
VEN20380,Northgate Group,Payment Processing,India,Medium,161600.0,294600.0,12.5,No Access,Medium,94.7,ISO27001,0,0,0.945,No,Yes,Clear,74,Low
VEN20381,Apex Group 2,Logistics,Canada,Low,102100.0,301700.0,3.1,Limited,Medium,55.0,Both,0,0,0.903,No,Yes,Clear,180,Low
VEN20382,Anchor Logistics,Logistics,Philippines,Medium,110500.0,180000.0,1.5,No Access,High,60.7,ISO27001,0,4,0.865,Yes,No,Clear,466,High
VEN20383,Zenith Consulting,Marketing & Media,United States,Low,52700.0,93700.0,0.2,No Access,Low,63.9,Not Certified,1,0,0.984,Yes,No,Clear,44,Medium
VEN20384,Cascade Holdings,Payment Processing,Canada,Low,33100.0,35700.0,0.5,Full,High,71.6,ISO27001,0,1,0.892,Yes,Yes,Clear,413,Medium
VEN20385,Nova Group 3,Logistics,United Kingdom,Low,15600.0,27000.0,2.3,No Access,Low,74.6,SOC2,1,0,1.0,Yes,No,Clear,98,Low
VEN20386,Meridian Enterprises 2,Manufacturing,India,Medium,55200.0,52600.0,7.7,Full,High,37.1,Both,0,0,0.929,No,Yes,Clear,120,Medium
VEN20387,Brightline Technologies,Marketing & Media,Brazil,Medium,21100.0,63200.0,2.8,Limited,Medium,80.3,ISO27001,1,0,0.96,Yes,Yes,Clear,44,Medium
VEN20388,Fulcrum Group,Staffing,Philippines,Medium,42900.0,92500.0,7.4,No Access,Low,68.4,Both,1,1,0.932,No,Yes,Clear,11,Low
VEN20389,Vantage Technologies,Facilities & Maintenance,Philippines,Medium,115200.0,348200.0,11.6,No Access,High,57.6,Not Certified,0,0,0.979,Yes,Yes,Clear,111,Medium
VEN20390,Summit Dynamics 2,Cloud/SaaS,Poland,Medium,181900.0,613200.0,0.9,No Access,Low,85.4,ISO27001,0,0,0.996,No,Yes,Clear,1400,Low
VEN20391,Crestview Networks,Cloud/SaaS,India,Medium,117800.0,312900.0,3.0,Limited,Medium,67.1,Not Certified,0,1,0.913,No,Yes,Clear,265,Medium
VEN20392,Vertex Dynamics 2,Staffing,Germany,Low,100000.0,254900.0,3.0,Full,Low,88.0,SOC2,0,0,0.939,No,Yes,Clear,5,Low
VEN20393,Apex Dynamics 2,Marketing & Media,Canada,Low,52100.0,124400.0,2.2,No Access,Medium,79.5,Both,1,1,1.0,No,Yes,Clear,92,Low
VEN20394,Apex Consulting,Payment Processing,South Africa,Medium,216200.0,419500.0,4.1,No Access,High,,Both,0,0,0.906,No,Yes,Clear,13,Low
VEN20395,Union Group 2,Staffing,Ireland,Low,282200.0,155300.0,0.2,No Access,Low,88.5,Not Certified,1,0,1.0,No,Yes,Clear,99,Low
VEN20396,Fulcrum Systems 3,Manufacturing,Mexico,Medium,40300.0,97800.0,0.2,No Access,Low,,Both,0,0,0.916,No,Yes,Clear,81,Low
VEN20397,Atlas Partners,IT Services,United States,Low,43100.0,74400.0,0.7,No Access,High,64.8,Not Certified,0,0,0.907,Yes,Yes,Clear,70,Medium
VEN20398,Momentum Networks,Payment Processing,Germany,Low,22900.0,34100.0,4.2,Full,Medium,49.2,SOC2,0,1,0.839,No,Yes,Clear,263,Medium
VEN20399,Northgate Systems 2,Marketing & Media,United States,Low,50600.0,92100.0,6.4,Full,Low,64.2,Not Certified,1,0,0.889,No,No,Clear,808,High
VEN20400,Ironwood Systems,Facilities & Maintenance,Germany,Low,43100.0,97500.0,12.1,Full,Low,80.6,Both,0,0,0.835,Yes,No,Clear,173,Medium
VEN20401,Trailhead Networks,Marketing & Media,Philippines,Medium,699900.0,1983400.0,3.5,Limited,Low,68.6,Not Certified,0,0,0.906,Yes,Yes,Clear,81,Low
VEN20402,Zenith Holdings,Manufacturing,Germany,Low,348600.0,520000.0,3.4,Full,Low,96.8,Both,0,2,0.982,No,Yes,Clear,138,Low
VEN20403,Cascade Global,Logistics,Poland,Medium,14700.0,18800.0,7.2,Limited,Low,75.6,SOC2,0,0,0.936,No,Yes,Clear,703,Low
VEN20404,Silverline Consulting 2,Facilities & Maintenance,United States,Low,176600.0,554400.0,1.4,No Access,Medium,74.7,ISO27001,0,1,0.904,Yes,Yes,Clear,175,Medium
VEN20405,Outpost Dynamics,Financial Services,Germany,Low,54100.0,147300.0,1.3,Limited,Medium,77.6,Not Certified,1,2,0.878,No,Yes,Clear,12,High
VEN20406,Lighthouse Group 2,Marketing & Media,Ireland,Low,9400.0,27400.0,12.8,No Access,Low,59.5,SOC2,0,1,0.899,No,Yes,Clear,656,Low
VEN20407,Clearway Global,Consulting,India,Medium,96100.0,198400.0,3.1,Limited,Low,70.2,SOC2,0,2,0.853,No,Yes,Clear,238,Medium
VEN20408,Momentum Systems,Payment Processing,Canada,Low,32300.0,38000.0,3.8,Full,Medium,62.6,Not Certified,0,0,0.864,No,Yes,Flagged,367,High
VEN20409,Atlas Co. 2,Manufacturing,Poland,Medium,102300.0,341200.0,6.3,No Access,Low,38.8,ISO27001,0,2,1.0,Yes,Yes,Clear,51,Low
VEN20410,Meridian Enterprises 3,Manufacturing,China,High,131100.0,428900.0,4.6,No Access,Medium,46.8,Not Certified,0,0,0.954,Yes,Yes,Clear,108,High
VEN20411,Clearway Technologies 2,Consulting,Brazil,Medium,33400.0,60300.0,7.9,Full,Medium,82.3,Not Certified,1,0,0.885,Yes,Yes,Clear,414,High
VEN20412,Bridgeline Co.,Manufacturing,United States,Low,408000.0,1065700.0,8.6,Limited,Medium,65.7,ISO27001,0,1,0.98,No,Yes,Clear,322,Low
VEN20413,Silverline Enterprises 2,Staffing,Australia,Low,83700.0,263900.0,3.0,No Access,Medium,70.2,Not Certified,1,0,1.0,No,Yes,Clear,101,Low
VEN20414,Horizon Dynamics 2,IT Services,Germany,Low,28600.0,121900.0,6.9,No Access,Low,51.1,Both,0,0,0.902,No,Yes,Clear,239,Low
VEN20415,Outpost Group 2,Financial Services,India,Medium,10600.0,34400.0,0.2,No Access,Medium,63.6,SOC2,0,1,0.933,Yes,Yes,Clear,96,Low
VEN20416,Northgate Systems 3,Financial Services,United States,Low,953900.0,2604500.0,7.3,Full,Medium,83.0,Both,0,0,0.865,No,Yes,Clear,394,Low
VEN20417,Apex Industries,Staffing,Philippines,Medium,28000.0,59300.0,11.2,Limited,Medium,73.3,Both,0,1,0.844,Yes,Yes,Clear,184,Medium
VEN20418,Keystone Logistics 2,Payment Processing,Ireland,Low,76900.0,148400.0,6.0,Full,Low,64.6,ISO27001,0,2,1.0,Yes,Yes,Clear,46,Low
VEN20419,Redwood Systems 2,Cloud/SaaS,Nigeria,High,99300.0,223000.0,0.5,Limited,High,93.5,Both,0,0,1.0,No,Yes,Clear,387,Low
VEN20420,Bridgeline Solutions 2,Facilities & Maintenance,United States,Low,200900.0,355300.0,5.6,Full,Low,71.1,Not Certified,0,1,0.896,No,Yes,Clear,201,Medium
VEN20421,Summit Group,Facilities & Maintenance,Ireland,Low,14700.0,41200.0,0.3,Full,Medium,67.0,SOC2,1,0,0.842,No,Yes,Clear,154,Low
VEN20422,Union Enterprises 3,Cloud/SaaS,Australia,Low,8000.0,19300.0,2.9,Limited,Medium,88.1,Not Certified,0,0,1.0,No,Yes,Clear,52,Low
VEN20423,Apex Logistics 2,Payment Processing,Brazil,Medium,80200.0,169600.0,5.2,Full,Medium,47.4,ISO27001,0,0,1.0,No,Yes,Clear,96,Medium
VEN20424,Summit Partners 2,Facilities & Maintenance,Philippines,Medium,12400.0,18600.0,7.6,No Access,Low,79.7,Both,0,0,0.969,Yes,No,Clear,287,Medium
VEN20425,Clearway Global 2,Consulting,Canada,Low,50900.0,121800.0,9.1,No Access,High,56.2,Both,0,1,1.0,No,Yes,Clear,32,Low
VEN20426,Bridgeline Industries 3,Cloud/SaaS,United Kingdom,Low,781100.0,1592200.0,3.9,Limited,Low,60.8,SOC2,0,0,0.92,Yes,Yes,Clear,58,Low
VEN20427,Brightline Consulting 2,Financial Services,Philippines,Medium,35200.0,92100.0,0.2,No Access,Low,62.3,Both,0,0,0.957,No,No,Flagged,217,High
VEN20428,Clearway Labs,Logistics,Ireland,Low,154600.0,240400.0,0.6,Limited,Medium,73.7,SOC2,1,2,0.987,No,Yes,Clear,739,Medium
VEN20429,Horizon Technologies 2,Marketing & Media,United Kingdom,Low,19200.0,54600.0,2.8,Limited,Medium,73.4,SOC2,0,0,0.921,No,Yes,Clear,422,Low
VEN20430,Summit Co.,Facilities & Maintenance,China,High,2285900.0,5067800.0,2.0,Full,Low,76.2,ISO27001,0,0,0.969,No,Yes,Clear,514,Low
VEN20431,Brightline Consulting 3,Financial Services,South Africa,Medium,45200.0,173300.0,4.4,Full,Low,74.9,Both,1,0,0.926,No,Yes,Clear,212,Low
VEN20432,Trailhead Partners 2,Logistics,Germany,Low,111600.0,190200.0,1.5,No Access,High,91.7,Not Certified,0,1,0.967,Yes,Yes,Clear,521,Medium
VEN20433,Clearway Consulting,Financial Services,India,Medium,59500.0,230800.0,6.1,Full,Low,95.8,SOC2,0,0,0.95,No,No,Clear,402,Medium
VEN20434,Ironwood Consulting 2,Manufacturing,China,High,34400.0,159200.0,7.5,Limited,Low,81.9,SOC2,0,2,0.821,Yes,Yes,Clear,96,Medium
VEN20435,Pinnacle Consulting 2,Payment Processing,Canada,Low,243600.0,560200.0,8.1,Limited,Low,82.6,Not Certified,1,2,0.945,No,Yes,Clear,54,Medium
VEN20436,Horizon Technologies 3,Financial Services,China,High,53300.0,210700.0,7.3,Limited,Medium,66.6,Not Certified,0,0,0.854,Yes,No,Clear,110,High
VEN20437,Cascade Technologies 3,Financial Services,China,High,23800.0,77100.0,6.9,Full,Medium,56.4,Both,0,1,0.889,No,Yes,Clear,159,High
VEN20438,Waypoint Global,Cloud/SaaS,Philippines,Medium,37100.0,50900.0,0.8,No Access,Medium,80.3,Both,0,0,0.84,No,Yes,Clear,666,Low
VEN20439,Momentum Technologies 4,Cloud/SaaS,Poland,Medium,48400.0,91800.0,0.5,No Access,Low,72.4,SOC2,0,0,0.989,Yes,Yes,Clear,96,Low
VEN20440,Keystone Dynamics 3,Consulting,Poland,Medium,76900.0,242600.0,5.0,Full,Low,84.0,Not Certified,0,1,0.92,No,Yes,Clear,138,Low
VEN20441,Ironwood Group,Logistics,India,Medium,80500.0,209000.0,4.8,Limited,Medium,46.2,Both,1,0,0.917,Yes,Yes,Clear,165,Medium
VEN20442,Clearway Group 2,Payment Processing,India,Medium,26400.0,80600.0,22.0,Limited,High,100.0,SOC2,0,0,1.0,No,Yes,Clear,85,Low
VEN20443,Outpost Enterprises,Facilities & Maintenance,Canada,Low,37500.0,101200.0,6.0,No Access,Medium,54.0,Not Certified,1,0,0.982,Yes,Yes,Clear,585,Medium
VEN20444,Vertex Co.,Consulting,India,Medium,762000.0,2685000.0,1.8,No Access,Low,72.4,ISO27001,0,0,0.927,No,No,Clear,527,Low
VEN20445,Lighthouse Solutions,Cloud/SaaS,Poland,Medium,49900.0,108400.0,1.1,Limited,Low,85.9,ISO27001,0,2,0.815,No,Yes,Clear,5,Medium
VEN20446,Crestview Logistics 3,Consulting,Australia,Low,328900.0,500500.0,7.1,Limited,Low,52.4,ISO27001,0,0,0.979,No,No,Clear,94,Medium
VEN20447,Waypoint Consulting 3,Staffing,Poland,Medium,40000.0,73300.0,2.3,Limited,Medium,64.1,SOC2,0,0,0.924,No,Yes,Clear,717,Medium
VEN20448,Union Industries,Facilities & Maintenance,Japan,Low,101100.0,236600.0,3.8,Limited,Low,43.5,Not Certified,1,1,0.918,Yes,Yes,Clear,91,Medium
VEN20449,Union Partners 4,Marketing & Media,Brazil,Medium,32000.0,52600.0,1.3,Limited,Medium,51.8,Not Certified,0,1,0.984,Yes,Yes,Clear,183,High
VEN20450,Northgate Consulting 2,Staffing,Philippines,Medium,8000.0,18700.0,0.9,No Access,Low,44.6,ISO27001,0,1,0.902,Yes,No,Clear,51,Medium
VEN20451,Nova Networks,Manufacturing,United States,Low,34500.0,75700.0,8.8,Limited,Low,73.4,SOC2,0,2,0.935,No,Yes,Clear,102,Low
VEN20452,Crestview Partners,Marketing & Media,Philippines,Medium,183000.0,386200.0,5.9,No Access,Medium,76.1,ISO27001,0,2,0.993,No,Yes,Clear,104,Low
VEN20453,Horizon Labs,Cloud/SaaS,United Kingdom,Low,287700.0,668900.0,7.4,Limited,Medium,67.5,Both,0,0,0.974,No,No,Clear,408,Medium
VEN20454,Waypoint Enterprises 3,IT Services,United States,Low,229100.0,469400.0,3.2,Limited,Low,89.8,Both,1,0,0.903,No,Yes,Clear,268,Low
VEN20455,Silverline Enterprises 3,Marketing & Media,United States,Low,34100.0,107200.0,7.4,Limited,Low,91.6,Not Certified,1,1,1.0,Yes,Yes,Clear,49,Medium
VEN20456,Horizon Consulting,Financial Services,United Kingdom,Low,44200.0,107700.0,0.7,Limited,Low,71.9,ISO27001,1,1,1.0,Yes,Yes,Clear,17,Low
VEN20457,Redwood Networks 2,Payment Processing,India,Medium,16900.0,50200.0,0.3,Full,Low,68.9,Not Certified,0,2,1.0,No,Yes,Clear,209,Medium
VEN20458,Crestview Co. 2,Logistics,United Kingdom,Low,88800.0,107800.0,2.2,Full,Medium,68.1,Not Certified,1,0,0.937,No,No,Clear,182,Medium
VEN20459,Momentum Partners 2,Payment Processing,Canada,Low,166900.0,397100.0,1.0,No Access,Low,65.6,Not Certified,0,1,0.953,No,Yes,Clear,144,Low
VEN20460,Vertex Industries,Consulting,Philippines,Medium,83500.0,165200.0,3.4,Limited,Medium,90.4,SOC2,1,0,1.0,No,Yes,Clear,428,Low
VEN20461,Ironwood Holdings 3,Payment Processing,Germany,Low,26800.0,21600.0,15.8,Limited,Medium,75.3,Not Certified,0,4,0.966,Yes,Yes,Clear,229,High
VEN20462,Zenith Solutions,Consulting,China,High,102300.0,407100.0,2.2,No Access,Medium,67.3,Not Certified,0,0,0.948,No,Yes,Clear,45,Medium
VEN20463,Waypoint Partners,Cloud/SaaS,United Kingdom,Low,71700.0,93800.0,6.2,Limited,Low,68.8,Both,0,0,0.934,No,Yes,Clear,232,Low
VEN20464,Clearway Networks,Cloud/SaaS,Poland,Medium,112400.0,338300.0,0.3,Full,Low,79.7,Not Certified,0,1,0.922,No,Yes,Clear,1001,High
VEN20465,Waypoint Partners 2,Cloud/SaaS,Germany,Low,51800.0,153000.0,2.4,Full,Medium,66.4,SOC2,0,1,0.901,No,Yes,Clear,135,Low
VEN20466,Pinnacle Industries 2,Manufacturing,South Africa,Medium,81500.0,267000.0,0.6,No Access,Medium,76.4,SOC2,0,2,0.901,Yes,Yes,Clear,321,Low
VEN20467,Horizon Solutions 2,IT Services,Mexico,Medium,27700.0,55600.0,0.7,No Access,Low,71.5,Not Certified,1,0,0.964,No,Yes,Clear,120,Low
VEN20468,Meridian Dynamics 3,Cloud/SaaS,Poland,Medium,24200.0,12100.0,4.9,Limited,Low,91.1,Not Certified,2,0,0.922,No,Yes,Clear,305,Medium
VEN20469,Keystone Logistics 3,IT Services,United States,Low,8000.0,22900.0,9.5,Full,Medium,88.4,ISO27001,0,0,0.855,No,Yes,Clear,79,Low
VEN20470,Zenith Labs 4,Consulting,Philippines,Medium,83000.0,188900.0,10.5,No Access,Low,52.0,SOC2,0,0,0.943,No,Yes,Clear,236,Low
VEN20471,Summit Industries 2,Manufacturing,Germany,Low,78200.0,225500.0,7.2,No Access,Medium,69.7,SOC2,0,0,1.0,Yes,Yes,Clear,288,Low
VEN20472,Lighthouse Technologies 2,Facilities & Maintenance,Philippines,Medium,21100.0,47200.0,1.0,Limited,Low,82.0,Both,0,0,1.0,No,Yes,Clear,15,Low
VEN20473,Beacon Systems 2,Financial Services,South Africa,Medium,394600.0,1337300.0,5.6,Limited,Low,65.7,Not Certified,0,0,0.82,No,Yes,Clear,252,Low
VEN20474,Bridgeline Enterprises 3,Staffing,United States,Low,271700.0,754000.0,3.1,Full,High,83.4,ISO27001,0,0,0.889,No,Yes,Clear,274,Low
VEN20475,Redwood Partners 5,Staffing,United States,Low,488300.0,1018100.0,0.4,No Access,Low,76.7,Not Certified,0,1,0.987,No,Yes,Clear,192,Low
VEN20476,Meridian Industries 5,Manufacturing,Philippines,Medium,57700.0,246900.0,11.1,Limited,Low,80.4,SOC2,0,0,0.945,Yes,No,Clear,36,Low
VEN20477,Brightline Partners 2,Financial Services,Russia,High,49200.0,93100.0,0.4,Full,Medium,71.1,ISO27001,1,1,0.944,Yes,Yes,Clear,87,High
VEN20478,Apex Industries 2,IT Services,China,High,97900.0,61200.0,0.2,Limited,Medium,76.3,Both,0,1,0.932,Yes,Yes,Clear,265,Medium
VEN20479,Pinnacle Global 2,Logistics,Japan,Low,197800.0,487000.0,0.2,Limited,Low,79.4,SOC2,1,0,0.944,No,Yes,Clear,36,Low
VEN20480,Zenith Holdings 2,Cloud/SaaS,Brazil,Medium,391400.0,1076700.0,4.8,No Access,Medium,51.3,ISO27001,0,0,0.879,Yes,Yes,Clear,30,Medium
VEN20481,Apex Co. 4,Logistics,United States,Low,21900.0,61800.0,3.1,Full,Low,59.1,SOC2,0,0,1.0,No,Yes,Clear,22,Low
VEN20482,Crestview Group,Logistics,United States,Low,55300.0,107400.0,2.3,Limited,Medium,57.7,Not Certified,0,1,0.878,No,Yes,Clear,113,Medium
VEN20483,Union Enterprises 4,Facilities & Maintenance,India,Medium,8000.0,18900.0,9.9,Limited,Low,95.8,Not Certified,0,1,0.932,Yes,Yes,Clear,23,Low
VEN20484,Crestview Solutions,Logistics,India,Medium,49700.0,84600.0,2.5,Limited,Low,76.3,SOC2,0,0,1.0,Yes,Yes,Clear,109,Low
VEN20485,Anchor Solutions,Logistics,Brazil,Medium,196700.0,401200.0,6.9,Full,Low,77.3,Both,0,1,1.0,No,Yes,Clear,11,Low
VEN20486,Summit Enterprises,Payment Processing,Canada,Low,151600.0,439700.0,0.2,Full,Low,74.5,Not Certified,2,1,0.94,No,Yes,Clear,77,Low
VEN20487,Trailhead Technologies,IT Services,Japan,Low,1074900.0,2103200.0,3.1,No Access,Medium,64.7,ISO27001,0,1,0.94,Yes,Yes,Clear,189,Low
VEN20488,Trailhead Global 2,IT Services,Venezuela,High,151500.0,445900.0,14.4,Limited,Medium,61.5,ISO27001,1,0,0.905,Yes,Yes,Clear,127,Medium
VEN20489,Waypoint Group 3,IT Services,United Kingdom,Low,41500.0,90300.0,6.7,Limited,Medium,84.0,SOC2,1,0,0.91,No,Yes,Clear,347,Low
VEN20490,Zenith Consulting 2,Payment Processing,Ireland,Low,28200.0,68800.0,8.9,Full,High,66.8,ISO27001,0,2,0.926,No,No,Clear,203,High
VEN20491,Nova Group 4,Marketing & Media,Mexico,Medium,93100.0,196700.0,0.2,Full,Low,94.3,Not Certified,0,1,1.0,Yes,Yes,Clear,36,Medium
VEN20492,Zenith Holdings 3,Staffing,Venezuela,High,474500.0,1557000.0,3.1,Limited,Medium,74.8,Not Certified,2,3,0.914,No,No,Clear,10,High
VEN20493,Outpost Systems 4,Consulting,Canada,Low,15700.0,38600.0,5.3,Full,High,73.3,SOC2,0,1,0.974,No,Yes,Clear,27,Low
VEN20494,Anchor Co. 2,Cloud/SaaS,Poland,Medium,22300.0,38900.0,6.7,Limited,Low,69.0,ISO27001,0,3,0.966,No,Yes,Clear,5,Low
